"ConstituencyCode","Constituency","CandidateCode","Candidate","Votes","Uncontested","elected","VotesN","Year"
"G11","SUNG WONG TOI","1","YEUNG CHUN YU","2,015*",FALSE,TRUE,2015,2015
"G11","SUNG WONG TOI","2","IP CHI WAI ALEXANDER","502",FALSE,FALSE,502,2015
"G11","SUNG WONG TOI","3","CHENG CHUN WAH GARY","694",FALSE,FALSE,694,2015
"G12","KAI TAK NORTH","1","LEUNG YUEN TING","2,610*",FALSE,TRUE,2610,2015
"G12","KAI TAK NORTH","2","LAM HEI TING MIRANDA","73",FALSE,FALSE,73,2015
"G12","KAI TAK NORTH","3","CHAN PO YUK","16",FALSE,FALSE,16,2015
"G12","KAI TAK NORTH","4","LI TING FUNG","932",FALSE,FALSE,932,2015
"G13","KAI TAK SOUTH","1","HE HUAHAN","2,199*",FALSE,TRUE,2199,2015
"G13","KAI TAK SOUTH","2","SO YEE MAN","763",FALSE,FALSE,763,2015
"G14","HOI SHAM","1","PUN KWOK WAH","2,478*",FALSE,TRUE,2478,2015
"G14","HOI SHAM","2","LEE KA WAI","654",FALSE,FALSE,654,2015
"G15","TO KWA WAN NORTH","1","SHUM TAI FUNG","204",FALSE,FALSE,204,2015
"G15","TO KWA WAN NORTH","2","LAM YI LAI","177",FALSE,FALSE,177,2015
"G15","TO KWA WAN NORTH","3","LEE WAI KING STARRY","1,544*",FALSE,TRUE,1544,2015
"G16","TO KWA WAN SOUTH","1","LAM POK","1,719*",FALSE,TRUE,1719,2015
"G16","TO KWA WAN SOUTH","2","CHONG LAI LING","1,020",FALSE,FALSE,1020,2015
"G17","HOK YUEN LAGUNA VERDE","1","YEUNG KE CHEONG","950",FALSE,FALSE,950,2015
"G17","HOK YUEN LAGUNA VERDE","2","YUE CHEE WING ADMOND","1,607*",FALSE,TRUE,1607,2015
"G17","HOK YUEN LAGUNA VERDE","3","SIU YUEN SHEUNG","1,139",FALSE,FALSE,1139,2015
"G18","WHAMPOA EAST","1","LAW SHEK MING","596",FALSE,FALSE,596,2015
"G18","WHAMPOA EAST","2","LEUNG MEI FUN","2,345*",FALSE,TRUE,2345,2015
"G18","WHAMPOA EAST","3","YAU WAI CHING","2,041",FALSE,FALSE,2041,2015
"G19","WHAMPOA WEST","1","KWONG PO YIN","2,114*",FALSE,TRUE,2114,2015
"G19","WHAMPOA WEST","2","LAU WAI WING","2,075",FALSE,FALSE,2075,2015
"G20","HUNG HOM BAY","1","LI CALVIN KAM CHEONG","47",FALSE,FALSE,47,2015
"G20","HUNG HOM BAY","2","FUNG KING MAN VIRGINIA","162",FALSE,FALSE,162,2015
"G20","HUNG HOM BAY","3","CHIU SHI SHUN","1,740",FALSE,FALSE,1740,2015
"G20","HUNG HOM BAY","4","CHEUNG YAN HONG","1,811*",FALSE,TRUE,1811,2015
"G21","HUNG HOM","1","YUM KWOK TUNG PIUS","1,173",FALSE,FALSE,1173,2015
"G21","HUNG HOM","2","LAM TAK SHING","1,544*",FALSE,TRUE,1544,2015
"G21","HUNG HOM","3","WONG CHI KEUNG","31",FALSE,FALSE,31,2015
"G22","KA WAI","*","LO CHIU KIT","Uncontested",TRUE,TRUE,0,2015
"G23","OI MAN","1","NG FAN KAM","2,806*",FALSE,TRUE,2806,2015
"G23","OI MAN","2","MA HEI PANG","1,547",FALSE,FALSE,1547,2015
"G24","OI CHUN","1","CHO WUI HUNG","2,772*",FALSE,TRUE,2772,2015
"G24","OI CHUN","2","CHAN YAU CHEONG","1,842",FALSE,FALSE,1842,2015
"H01","LUNG TSUI","1","YEUNG MAN SEK EDMOND(BONBON)","241",FALSE,FALSE,241,2015
"H01","LUNG TSUI","2","TSANG CHEUK KUEN JACKAL","715",FALSE,FALSE,715,2015
"H01","LUNG TSUI","3","LEE TUNG KONG","2,191*",FALSE,TRUE,2191,2015
"H02","LUNG HA","1","LEE YIM HUNG","1,446",FALSE,FALSE,1446,2015
"H02","LUNG HA","2","KWOK SAU YING","2,552*",FALSE,TRUE,2552,2015
"H03","LUNG SHEUNG","1","LAM MAN FAI","2,798*",FALSE,TRUE,2798,2015
"H03","LUNG SHEUNG","2","LAM WAI KEI(RICKY)","1,478",FALSE,FALSE,1478,2015
"H03","LUNG SHEUNG","3","CHOW LAI CHEONG","204",FALSE,FALSE,204,2015
"H04","FUNG WONG","1","WONG KAM CHIU","1,422",FALSE,FALSE,1422,2015
"H04","FUNG WONG","2","CHAN YIM KWONG JOE","1,675*",FALSE,TRUE,1675,2015
"H05","FUNG TAK","1","KAN CHI HO","2,766*",FALSE,TRUE,2766,2015
"H05","FUNG TAK","2","WONG KWOK KEUNG","2,168",FALSE,FALSE,2168,2015
"H06","LUNG SING","1","NGOK KING FUN","297",FALSE,FALSE,297,2015
"H06","LUNG SING","2","HO WAI KUEN","111",FALSE,FALSE,111,2015
"H06","LUNG SING","3","LAM JOSEPH CHOK","2,640",FALSE,FALSE,2640,2015
"H06","LUNG SING","4","TAM HEUNG MAN","2,974*",FALSE,TRUE,2974,2015
"H07","SAN PO KONG","1","LUI KAI LIN WENDY","3,026*",FALSE,TRUE,3026,2015
"H07","SAN PO KONG","2","WAT KI ON","1,284",FALSE,FALSE,1284,2015
"H08","TUNG TAU","1","CHEUNG PAK HANG","1,448",FALSE,FALSE,1448,2015
"H08","TUNG TAU","2","LI TAK HONG","2,710*",FALSE,TRUE,2710,2015
"H09","TUNG MEI","1","SZE TAK LOY","2,894*",FALSE,TRUE,2894,2015
"H09","TUNG MEI","2","WONG KWOK YAN","1,597",FALSE,FALSE,1597,2015
"H10","LOK FU","1","YUEN YUET HING","981",FALSE,FALSE,981,2015
"H10","LOK FU","2","CHAN WAI KWAN ANDIE","2,232*",FALSE,TRUE,2232,2015
"H11","WANG TAU HOM","*","LAI WING HO JOE","Uncontested",TRUE,TRUE,0,2015
"H12","TIN KEUNG","1","LEE HO YIN RAYMOND","2,207",FALSE,FALSE,2207,2015
"H12","TIN KEUNG","2","CHAN ON TAI","2,772*",FALSE,TRUE,2772,2015
"H13","TSUI CHUK & PANG CHING","1","SO SIK KIN","1,878",FALSE,FALSE,1878,2015
"H13","TSUI CHUK & PANG CHING","2","CHAN YING LEONARD","2,967*",FALSE,TRUE,2967,2015
"H13","TSUI CHUK & PANG CHING","3","LEE KA HING","815",FALSE,FALSE,815,2015
"H14","CHUK YUEN SOUTH","1","HUI KAM SHING","3,056*",FALSE,TRUE,3056,2015
"H14","CHUK YUEN SOUTH","2","CHAN CHAK SUM","1,107",FALSE,FALSE,1107,2015
"H15","CHUK YUEN NORTH","1","CHAN KIT BING(ICE)","1,206",FALSE,FALSE,1206,2015
"H15","CHUK YUEN NORTH","2","TING CHI WAI ROY","2,799*",FALSE,TRUE,2799,2015
"H16","TSZ WAN WEST","1","LEUNG YAU KING","362",FALSE,FALSE,362,2015
"H16","TSZ WAN WEST","2","YUNG SING KWONG","2,405",FALSE,FALSE,2405,2015
"H16","TSZ WAN WEST","3","YUEN KWOK KEUNG","3,285*",FALSE,TRUE,3285,2015
"H17","CHING OI","1","CHAN MAN KI MAGGIE","3,243*",FALSE,TRUE,3243,2015
"H17","CHING OI","2","MAK TSZ HO","2,048",FALSE,FALSE,2048,2015
"H18","CHING ON","*","WONG YAT YUK","Uncontested",TRUE,TRUE,0,2015
"H19","TSZ WAN EAST","1","HO HON MAN","3,192*",FALSE,TRUE,3192,2015
"H19","TSZ WAN EAST","2","TAM CHUN MAN","1,585",FALSE,FALSE,1585,2015
"H20","KING FU","1","WONG CHUN KIN","2,377",FALSE,FALSE,2377,2015
"H20","KING FU","2","WU CHI WAI","3,907*",FALSE,TRUE,3907,2015
"H21","CHOI WAN EAST","1","WONG KWOK TUNG","1,551",FALSE,FALSE,1551,2015
"H21","CHOI WAN EAST","2","LOK WAI CHUEN","129",FALSE,FALSE,129,2015
"H21","CHOI WAN EAST","3","CHOY TSZ KIN TIMOTHY","2,201*",FALSE,TRUE,2201,2015
"H22","CHOI WAN SOUTH","1","SHUM WAN WA","2,432*",FALSE,TRUE,2432,2015
"H22","CHOI WAN SOUTH","2","LI MEI LAN","1,321",FALSE,FALSE,1321,2015
"H23","CHOI WAN WEST","1","TSE CHI KIT","1,810",FALSE,FALSE,1810,2015
"H23","CHOI WAN WEST","2","TAM MEI PO","2,682*",FALSE,TRUE,2682,2015
"H24","CHI CHOI","1","WU CHI KIN","2,083*",FALSE,TRUE,2083,2015
"H24","CHI CHOI","2","HO YIN FAI","2,078",FALSE,FALSE,2078,2015
"H25","CHOI HUNG","1","LEUNG TAT POR","1,639",FALSE,FALSE,1639,2015
"H25","CHOI HUNG","2","MOK KIN WING","2,898*",FALSE,TRUE,2898,2015
"J01","KWUN TONG CENTRAL","*","CHAN WAH YU NELSON","Uncontested",TRUE,TRUE,0,2015
"J02","KOWLOON BAY","*","POON YAM WAI CHUN WINNIE","Uncontested",TRUE,TRUE,0,2015
"J03","KAI YIP","1","LAM SING","1,826",FALSE,FALSE,1826,2015
"J03","KAI YIP","2","AU YEUNG KWAN NOK","2,128*",FALSE,TRUE,2128,2015
"J04","LAI CHING","1","POON CHUN YUEN","2,682",FALSE,FALSE,2682,2015
"J04","LAI CHING","2","BUX SHEIK ANTHONY","3,060*",FALSE,TRUE,3060,2015
"J05","PING SHEK","*","CHAN CHUN KIT","Uncontested",TRUE,TRUE,0,2015
"J06","SHEUNG CHOI","*","TAM SIU CHEUK","Uncontested",TRUE,TRUE,0,2015
"J07","JORDAN VALLEY","1","WONG WAI TAG","1,400",FALSE,FALSE,1400,2015
"J07","JORDAN VALLEY","2","NGAN MAN YU","2,638*",FALSE,TRUE,2638,2015
"J08","SHUN TIN","1","MOK KIN SHING","2,864*",FALSE,TRUE,2864,2015
"J08","SHUN TIN","2","KWOK BIT CHUN(BENJAMIN)","2,764",FALSE,FALSE,2764,2015
"J09","SHEUNG SHUN","*","FU PIK CHUN","Uncontested",TRUE,TRUE,0,2015
"J10","ON LEE","1","CHOY CHAK HUNG","2,128*",FALSE,TRUE,2128,2015
"J10","ON LEE","2","LEUNG TANG FUNG","1,665",FALSE,FALSE,1665,2015
"J10","ON LEE","3","CHO KAI FAI","92",FALSE,FALSE,92,2015
"J11","PO TAT","1","TAM HO LAM","1,042",FALSE,FALSE,1042,2015
"J11","PO TAT","2","HUNG KAM IN","3,993*",FALSE,TRUE,3993,2015
"J12","SAU MAU PING NORTH","*","WONG CHUN PING","Uncontested",TRUE,TRUE,0,2015
"J13","HIU LAI","1","FUNG KWOK KEUNG BONHOEFFER","2,284",FALSE,FALSE,2284,2015
"J13","HIU LAI","2","SO LAI CHUN","3,466*",FALSE,TRUE,3466,2015
"J14","SAU MAU PING SOUTH","1","CHAN YIU HUNG JIMMY","2,418*",FALSE,TRUE,2418,2015
"J14","SAU MAU PING SOUTH","2","CHENG KWOK CHUN","668",FALSE,FALSE,668,2015
"J14","SAU MAU PING SOUTH","3","KAI MING WAH","340",FALSE,FALSE,340,2015
"J15","SAU MAU PING CENTRAL","*","CHEUNG PUI KONG","Uncontested",TRUE,TRUE,0,2015
"J16","HING TIN","1","CHAN MAN KIN","2,424*",FALSE,TRUE,2424,2015
"J16","HING TIN","2","LO CHING","2,125",FALSE,FALSE,2125,2015
"J17","LAM TIN","1","KAN MING TUNG","3,215*",FALSE,TRUE,3215,2015
"J17","LAM TIN","2","YAU MEI PO","1,285",FALSE,FALSE,1285,2015
"J18","KWONG TAK","*","OR CHONG SHING WILSON","Uncontested",TRUE,TRUE,0,2015
"J19","PING TIN","1","YIU PAK LEUNG","3,404*",FALSE,TRUE,3404,2015
"J19","PING TIN","2","NG CHI FAI","988",FALSE,FALSE,988,2015
"J20","PAK NGA","1","YU SUI SANG","138",FALSE,FALSE,138,2015
"J20","PAK NGA","2","HO KAI MING","2,666*",FALSE,TRUE,2666,2015
"J20","PAK NGA","3","CHAN YU MING","1,528",FALSE,FALSE,1528,2015
"J21","YAU TONG EAST","*","CHEUNG KI TANG","Uncontested",TRUE,TRUE,0,2015
"J22","YAU LAI","1","CHENG WAH TUNG FRANCIS","318",FALSE,FALSE,318,2015
"J22","YAU LAI","2","LAI SHU HO PATRICK","1,914*",FALSE,TRUE,1914,2015
"J22","YAU LAI","3","HON KA MING","1,264",FALSE,FALSE,1264,2015
"J23","CHUI CHEUNG","1","TSE SUK CHUN","2,918*",FALSE,TRUE,2918,2015
"J23","CHUI CHEUNG","2","WONG KAI SAN","2,654",FALSE,FALSE,2654,2015
"J24","YAU TONG WEST","*","LUI TUNG HAI","Uncontested",TRUE,TRUE,0,2015
"J25","LAGUNA CITY","1","TANG WING CHUN","4,091*",FALSE,TRUE,4091,2015
"J25","LAGUNA CITY","2","TAM MAN HO JEREMY JANSEN","3,243",FALSE,FALSE,3243,2015
"J26","KING TIN","1","CHEUNG SHUN WAH","2,791*",FALSE,TRUE,2791,2015
"J26","KING TIN","2","TONG DICK KAN","2,170",FALSE,FALSE,2170,2015
"J27","TSUI PING","1","CHENG KEUNG FUNG","3,457*",FALSE,TRUE,3457,2015
"J27","TSUI PING","2","LAM HO CHUN CAROL","1,134",FALSE,FALSE,1134,2015
"J28","PO LOK","1","CHENG KENG IEONG","2,097*",FALSE,TRUE,2097,2015
"J28","PO LOK","2","LAU TING ON","1,717",FALSE,FALSE,1717,2015
"J29","YUET WAH","1","HSU HOI SHAN","2,403*",FALSE,TRUE,2403,2015
"J29","YUET WAH","2","CHAN KAM WAI","1,098",FALSE,FALSE,1098,2015
"J30","HIP HONG","1","CHAU CHUNG PING","634",FALSE,FALSE,634,2015
"J30","HIP HONG","2","CHAN CHUNG BUN BUNNY","1,831*",FALSE,TRUE,1831,2015
"J30","HIP HONG","3","WONG YI TING EDITH","907",FALSE,FALSE,907,2015
"J31","HONG LOK","1","MA YAT CHIU","1,624*",FALSE,TRUE,1624,2015
"J31","HONG LOK","2","CHAN CHAK TO","1,525",FALSE,FALSE,1525,2015
"J32","TING ON","1","KAM KIN","2,159*",FALSE,TRUE,2159,2015
"J32","TING ON","2","WONG KAI MING","2,097",FALSE,FALSE,2097,2015
"J33","UPPER NGAU TAU KOK ESTATE","1","CHAN KOK WAH BEN","2,453*",FALSE,TRUE,2453,2015
"J33","UPPER NGAU TAU KOK ESTATE","2","LUI CHI HANG HENDRICK","1,531",FALSE,FALSE,1531,2015
"J34","LOWER NGAU TAU KOK ESTATE","1","WONG CHING FUNG","1,979",FALSE,FALSE,1979,2015
"J34","LOWER NGAU TAU KOK ESTATE","2","CHEUNG YIU PAN","2,441*",FALSE,TRUE,2441,2015
"J35","TO TAI","*","YIP HING KWOK","Uncontested",TRUE,TRUE,0,2015
"J36","LOK WAH NORTH","1","WONG CHI KEN","1,729*",FALSE,TRUE,1729,2015
"J36","LOK WAH NORTH","2","FUNG KAM YUEN","1,246",FALSE,FALSE,1246,2015
"J37","LOK WAH SOUTH","1","LEE KA HANG","1,687",FALSE,FALSE,1687,2015
"J37","LOK WAH SOUTH","2","SO KOON CHUNG KEVIN","2,245*",FALSE,TRUE,2245,2015
"K01","TAK WAH","*","LO SIU KIT","Uncontested",TRUE,TRUE,0,2015
"K02","YEUNG UK ROAD","1","CHAN HAN PAN","2,075*",FALSE,TRUE,2075,2015
"K02","YEUNG UK ROAD","2","LAM SEK TIM","1,233",FALSE,FALSE,1233,2015
"K03","HOI BUN","1","CHENG PAK KEUNG","1,926",FALSE,FALSE,1926,2015
"K03","HOI BUN","2","CHOW PING TIM","2,647*",FALSE,TRUE,2647,2015
"K04","CLAGUE GARDEN","1","KOO YEUNG PONG","1,825*",FALSE,TRUE,1825,2015
"K04","CLAGUE GARDEN","2","TONG WING CHI","1,550",FALSE,FALSE,1550,2015
"K05","FUK LOI","*","KOT SIU YUEN","Uncontested",TRUE,TRUE,0,2015
"K06","DISCOVERY PARK","1","TIEN MICHAEL PUK SUN","3,674*",FALSE,TRUE,3674,2015
"K06","DISCOVERY PARK","2","CHIU YAN LOY","2,020",FALSE,FALSE,2020,2015
"K07","TSUEN WAN CENTRE","1","LI HUNG POR","2,235*",FALSE,TRUE,2235,2015
"K07","TSUEN WAN CENTRE","2","TSANG TAI","2,074",FALSE,FALSE,2074,2015
"K08","ALLWAY","1","WONG YUI TAK LOUIS","1,777",FALSE,FALSE,1777,2015
"K08","ALLWAY","2","LAM YUEN PUN","2,820*",FALSE,TRUE,2820,2015
"K09","LAI TO","1","WONG WAI KIT","3,661*",FALSE,TRUE,3661,2015
"K09","LAI TO","2","CHIU PUI SZE(VICKY)","1,441",FALSE,FALSE,1441,2015
"K10","TING SHAM","1","HA HEI LOK","1,606",FALSE,FALSE,1606,2015
"K10","TING SHAM","2","CHENG CHIT PUN","1,799*",FALSE,TRUE,1799,2015
"K10","TING SHAM","3","CHENG SHING LUNG EDWIN","454",FALSE,FALSE,454,2015
"K11","TSUEN WAN WEST","1","CHU SHUN MING","793",FALSE,FALSE,793,2015
"K11","TSUEN WAN WEST","2","LAM LAM NIXIE","2,462*",FALSE,TRUE,2462,2015
"K11","TSUEN WAN WEST","3","POON CHIU LAM","1,500",FALSE,FALSE,1500,2015
"K12","TSUEN WAN RURAL","1","CHAN WAI MING","1,812",FALSE,FALSE,1812,2015
"K12","TSUEN WAN RURAL","2","NG HIN LUNG","1,984*",FALSE,TRUE,1984,2015
"K13","MA WAN","1","TSENG WEN TIEN JUSTIN","529",FALSE,FALSE,529,2015
"K13","MA WAN","2","LUK WAI LEUNG WILLIAM","193",FALSE,FALSE,193,2015
"K13","MA WAN","3","TAM HOI PONG","1,668*",FALSE,TRUE,1668,2015
"K13","MA WAN","4","WONG CHIU WAH KEVIN","1,056",FALSE,FALSE,1056,2015
"K14","LUK YEUNG","1","WONG PUI CHI","1,933",FALSE,FALSE,1933,2015
"K14","LUK YEUNG","2","LAM FAAT KANG","2,193*",FALSE,TRUE,2193,2015
"K15","LEI MUK SHUE EAST","1","CHAN YUEN SUM SUMLY","3,169*",FALSE,TRUE,3169,2015
"K15","LEI MUK SHUE EAST","2","LUI DIK MING","1,773",FALSE,FALSE,1773,2015
"K16","LEI MUK SHUE WEST","1","TAM TSZ FEI","1,385",FALSE,FALSE,1385,2015
"K16","LEI MUK SHUE WEST","2","WONG KA WA","2,895*",FALSE,TRUE,2895,2015
"K17","SHEK WAI KOK","1","MAN YU MING","2,356*",FALSE,TRUE,2356,2015
"K17","SHEK WAI KOK","2","LAI MAN FAI","1,035",FALSE,FALSE,1035,2015
"K18","CHEUNG SHEK","1","WONG CHI SHUN ADEN","864",FALSE,FALSE,864,2015
"K18","CHEUNG SHEK","2","CHAN CHUN CHUNG","1,997*",FALSE,TRUE,1997,2015
"K18","CHEUNG SHEK","3","CHAN KA WING","353",FALSE,FALSE,353,2015
"L01","TUEN MUN TOWN CENTRE","1","CHIU KAM MOON","834",FALSE,FALSE,834,2015
"L01","TUEN MUN TOWN CENTRE","2","AU CHI YUEN","1,517*",FALSE,TRUE,1517,2015
"L02","SIU CHI","1","LAM CHUNG HOI","3,551*",FALSE,TRUE,3551,2015
"L02","SIU CHI","2","LI CHING YEE","1,532",FALSE,FALSE,1532,2015
"L02","SIU CHI","3","WONG KA LEUNG","232",FALSE,FALSE,232,2015
"L03","SIU TSUI","1","YIP MAN PAN","3,138*",FALSE,TRUE,3138,2015
"L03","SIU TSUI","2","NG HON YING","192",FALSE,FALSE,192,2015
"L03","SIU TSUI","3","TANG CHUN TO","2,536",FALSE,FALSE,2536,2015
"L04","ON TING","1","FUNG PUI YIN","2,216",FALSE,FALSE,2216,2015
"L04","ON TING","2","KONG FUNG YI","2,383*",FALSE,TRUE,2383,2015
"L05","YAU OI SOUTH","1","CHIN PO FUN","1,057",FALSE,FALSE,1057,2015
"L05","YAU OI SOUTH","2","TSANG HIN HONG","2,085*",FALSE,TRUE,2085,2015
"L06","YAU OI NORTH","1","CHAN WAN SANG","1,616",FALSE,FALSE,1616,2015
"L06","YAU OI NORTH","2","TAM CHUN YIN","1,731*",FALSE,TRUE,1731,2015
"L06","YAU OI NORTH","3","LAM LAP","92",FALSE,FALSE,92,2015
"L07","TSUI HING","*","CHU YIU WAH","Uncontested",TRUE,TRUE,0,2015
"L08","SHAN KING","1","NG KOON HUNG","1,853*",FALSE,TRUE,1853,2015
"L08","SHAN KING","2","HON LAI YIN","1,605",FALSE,FALSE,1605,2015
"L09","KING HING","*","CHAN YAU HOI","Uncontested",TRUE,TRUE,0,2015
"L10","HING TSAK","1","CHAN SZE NGA","1,498",FALSE,FALSE,1498,2015
"L10","HING TSAK","2","TSUI FAN","2,673*",FALSE,TRUE,2673,2015
"L11","SAN HUI","1","HO HAU CHUN","742",FALSE,FALSE,742,2015
"L11","SAN HUI","2","HUI CHEUK HO","631",FALSE,FALSE,631,2015
"L11","SAN HUI","3","KWU HON KEUNG","1,099*",FALSE,TRUE,1099,2015
"L12","SAM SHING","1","LEE KAM TIM","892",FALSE,FALSE,892,2015
"L12","SAM SHING","2","SO SHIU SHING","1,837*",FALSE,TRUE,1837,2015
"L13","HANFORD","1","CHU SHUN NGA BEATRICE","2,597*",FALSE,TRUE,2597,2015
"L13","HANFORD","2","NGAI KA HO","1,021",FALSE,FALSE,1021,2015
"L13","HANFORD","3","WONG CHAK WAH","96",FALSE,FALSE,96,2015
"L13","HANFORD","4","LI KWAI FONG","697",FALSE,FALSE,697,2015
"L14","FU SUN","1","LUNG KANG SAN","676",FALSE,FALSE,676,2015
"L14","FU SUN","2","LI SAI KEUNG","179",FALSE,FALSE,179,2015
"L14","FU SUN","3","TAI YIN CHIU(THOMAS)","445",FALSE,FALSE,445,2015
"L14","FU SUN","4","CHEUNG WAI KAU","920",FALSE,FALSE,920,2015
"L14","FU SUN","5","KAM MAN FUNG","2,493*",FALSE,TRUE,2493,2015
"L14","FU SUN","6","HO YING SANG(CHRIS)","172",FALSE,FALSE,172,2015
"L15","YUET WU","1","CHEUNG HANG FAI","2,073*",FALSE,TRUE,2073,2015
"L15","YUET WU","2","YIP LAI MEI NATALIE","1,682",FALSE,FALSE,1682,2015
"L16","SIU HEI","1","HAU KWOK TUNG","1,488",FALSE,FALSE,1488,2015
"L16","SIU HEI","2","YAN SIU NAM","2,021*",FALSE,TRUE,2021,2015
"L17","WU KING","1","LEUNG KIN MAN","1,454*",FALSE,TRUE,1454,2015
"L17","WU KING","2","CHOW KAI LIM","1,049",FALSE,FALSE,1049,2015
"L18","BUTTERFLY","1","YEUNG CHI HANG","2,505*",FALSE,TRUE,2505,2015
"L18","BUTTERFLY","2","SO OI KWAN","1,949",FALSE,FALSE,1949,2015
"L19","LOK TSUI","1","HO KWAN YIU","2,013*",FALSE,TRUE,2013,2015
"L19","LOK TSUI","2","YUEN WAI CHUNG","99",FALSE,FALSE,99,2015
"L19","LOK TSUI","3","CHENG CHUNG TAI","391",FALSE,FALSE,391,2015
"L19","LOK TSUI","4","CHEUNG WING WAI","25",FALSE,FALSE,25,2015
"L19","LOK TSUI","5","SHUM KAM TIM","94",FALSE,FALSE,94,2015
"L19","LOK TSUI","6","HO CHUN YAN","1,736",FALSE,FALSE,1736,2015
"L20","LUNG MUN","*","LUNG SHUI HING","Uncontested",TRUE,TRUE,0,2015
"L21","SAN KING","1","LEE FUNG SIM","1,243",FALSE,FALSE,1243,2015
"L21","SAN KING","2","WONG LAI SHEUNG CATHERINE","2,686*",FALSE,TRUE,2686,2015
"L22","LEUNG KING","1","CHING CHI HUNG","2,366*",FALSE,TRUE,2366,2015
"L22","LEUNG KING","2","KWUN TUNG WING","1,290",FALSE,FALSE,1290,2015
"L23","TIN KING","1","LEE HUNG SHAM LOTHAR","2,295*",FALSE,TRUE,2295,2015
"L23","TIN KING","2","CHIU KIM LING","1,321",FALSE,FALSE,1321,2015
"L24","PO TIN","1","SO KA MAN","2,516*",FALSE,TRUE,2516,2015
"L24","PO TIN","2","CHU SIU HUNG","402",FALSE,FALSE,402,2015
"L25","KIN SANG","1","LAM TSZ CHING","1,283",FALSE,FALSE,1283,2015
"L25","KIN SANG","2","CHAN MAN WAH","2,456*",FALSE,TRUE,2456,2015
"L26","SIU HONG","1","MO SHING FUNG","2,677*",FALSE,TRUE,2677,2015
"L26","SIU HONG","2","LAW HO YAN","80",FALSE,FALSE,80,2015
"L26","SIU HONG","3","CHAN SHU YING JOSEPHINE","2,267",FALSE,FALSE,2267,2015
"L27","PRIME VIEW","1","HO HANG MUI","2,970*",FALSE,TRUE,2970,2015
"L27","PRIME VIEW","2","KWONG MAN TIK","1,126",FALSE,FALSE,1126,2015
"L28","FU TAI","1","CHAN MANWELL","2,823*",FALSE,TRUE,2823,2015
"L28","FU TAI","2","HO WAI CHEUNG","1,044",FALSE,FALSE,1044,2015
"L29","TUEN MUN RURAL","1","TANG TAK SUM","728",FALSE,FALSE,728,2015
"L29","TUEN MUN RURAL","2","TO SHECK YUEN","1,644*",FALSE,TRUE,1644,2015
"M01","FUNG NIN","1","LUI KIN","2,179*",FALSE,TRUE,2179,2015
"M01","FUNG NIN","2","WONG KWOK HUNG","1,227",FALSE,FALSE,1227,2015
"M02","SHUI PIN","*","YUEN MAN YEE","Uncontested",TRUE,TRUE,0,2015
"M03","NAM PING","1","WONG WAI YIN ZACHARY","2,598*",FALSE,TRUE,2598,2015
"M03","NAM PING","2","CHEUNG FAN LAN","1,249",FALSE,FALSE,1249,2015
"M03","NAM PING","3","CHAN WAI YI","246",FALSE,FALSE,246,2015
"M04","PEK LONG","1","WONG YUK CHUN","2,013",FALSE,FALSE,2013,2015
"M04","PEK LONG","2","KWONG CHUN YU","2,890*",FALSE,TRUE,2890,2015
"M05","YUEN LONG CENTRE","1","LAM TING WAI","1,049",FALSE,FALSE,1049,2015
"M05","YUEN LONG CENTRE","2","SIU LONG MING","1,615*",FALSE,TRUE,1615,2015
"M06","YUEN LUNG","1","WONG WAI SHUN","2,651*",FALSE,TRUE,2651,2015
"M06","YUEN LUNG","2","CHONG KIN SHING","362",FALSE,FALSE,362,2015
"M07","FUNG CHEUNG","1","MAK IP SING","2,173*",FALSE,TRUE,2173,2015
"M07","FUNG CHEUNG","2","YU CHUNG LEUNG","1,425",FALSE,FALSE,1425,2015
"M07","FUNG CHEUNG","3","WONG WAI","163",FALSE,FALSE,163,2015
"M08","SHAP PAT HEUNG EAST","*","SHUM HO KIT","Uncontested",TRUE,TRUE,0,2015
"M09","SHAP PAT HEUNG CENTRAL","*","LEUNG MING KIN","Uncontested",TRUE,TRUE,0,2015
"M10","SHAP PAT HEUNG WEST","*","CHING CHAN MING","Uncontested",TRUE,TRUE,0,2015
"M11","PING SHAN SOUTH","*","CHEUNG MUK LAM","Uncontested",TRUE,TRUE,0,2015
"M12","PING SHAN CENTRAL","*","TANG HING IP","Uncontested",TRUE,TRUE,0,2015
"M13","PING SHAN NORTH","1","TANG TAT SIN","938",FALSE,FALSE,938,2015
"M13","PING SHAN NORTH","2","YOUNG KA ON","1,344*",FALSE,TRUE,1344,2015
"M14","HA TSUEN","1","CHENG KAM HO","376",FALSE,FALSE,376,2015
"M14","HA TSUEN","2","TANG KA LEUNG","2,610*",FALSE,TRUE,2610,2015
"M15","TIN SHING","1","CHAN SZE CHING","3,702*",FALSE,TRUE,3702,2015
"M15","TIN SHING","2","LEUNG YIP PANG","1,807",FALSE,FALSE,1807,2015
"M16","SHUI OI","1","CHAU TSZ KI","1,434",FALSE,FALSE,1434,2015
"M16","SHUI OI","2","KWOK KEUNG","3,136*",FALSE,TRUE,3136,2015
"M17","SHUI WAH","1","KO CHUN KIT","1,634",FALSE,FALSE,1634,2015
"M17","SHUI WAH","2","CHOW WING KAN","1,941*",FALSE,TRUE,1941,2015
"M18","CHUNG WAH","1","WONG WAI LING","1,775*",FALSE,TRUE,1775,2015
"M18","CHUNG WAH","2","CHAN KA KUI","965",FALSE,FALSE,965,2015
