ConstituencyCode,CandidateCode,Key,Constituency,Candidate,Gender,Occupation,Politics,CandidateAlias,Uncontested,elected,VotesN,Year,Constituency_ZH,Politics_ZH,Candidate_ZH,Camp
J22,2,J22_2,YAU LAI,LAI SHU HO PATRICK,M,District Councillor,Independent,LAI SHU HO PATRICK,FALSE,TRUE,1914,2015,油麗,九龍社團,黎樹濠,B
J22,3,J22_3,YAU LAI,HON KA MING,M,Social Worker,The Democratic Party,HON KA MING,FALSE,FALSE,1264,2015,油麗,民主黨,韓家銘,D
J23,1,J23_1,CHUI CHEUNG,TSE SUK CHUN,F,,,TSE SUK CHUN,FALSE,TRUE,2918,2015,翠翔,獨立,謝淑珍,D
J23,2,J23_2,CHUI CHEUNG,WONG KAI SAN,M,,Hong Kong Federation of Trade Unions,WONG KAI SAN,FALSE,FALSE,2654,2015,翠翔,工聯會,黃啟燊,B
J24,*,J24_*,YAU TONG WEST,LUI TUNG HAI,M,,Independent Candidate,LUI TUNG HAI,TRUE,TRUE,0,2015,油塘西,九龍社團,呂東孩,B
J25,1,J25_1,LAGUNA CITY,TANG WING CHUN,M,Environmental Consultant,Independent,TANG WING CHUN,FALSE,TRUE,4091,2015,麗港城,新世紀論壇,鄧?駿,B
J25,2,J25_2,LAGUNA CITY,TAM MAN HO JEREMY JANSEN,M,Airline Pilot,Civic Party,TAM MAN HO JEREMY JANSEN,FALSE,FALSE,3243,2015,麗港城,公民黨,譚文豪,D
J26,1,J26_1,KING TIN,CHEUNG SHUN WAH,M,District Counc.,,CHEUNG SHUN WAH,FALSE,TRUE,2791,2015,景田,九龍社團,張順華,B
J26,2,J26_2,KING TIN,TONG DICK KAN,M,Court Liaison Officer,Civic Party,TONG DICK KAN,FALSE,FALSE,2170,2015,景田,公民黨,唐?勤,D
J27,1,J27_1,TSUI PING,CHENG KEUNG FUNG,M,Community Service Worker,The Federation of Public Housing Estates,CHENG KEUNG FUNG,FALSE,TRUE,3457,2015,翠屏,公屋聯會,鄭強峰,B
J27,2,J27_2,TSUI PING,LAM HO CHUN CAROL,F,,People Power/The Frontier,LAM HO CHUN CAROL,FALSE,FALSE,1134,2015,翠屏,前?,林可珍,D
J28,1,J28_1,PO LOK,CHENG KENG IEONG,M,Assistant of Legislative Councilor,The Democratic Party,CHENG KENG IEONG,FALSE,TRUE,2097,2015,寶樂,民主黨,鄭景陽,D
J28,2,J28_2,PO LOK,LAU TING ON,M,,,LAU TING ON,FALSE,FALSE,1717,2015,寶樂,新世紀論壇,劉定安,B
J29,1,J29_1,YUET WAH,HSU HOI SHAN,M,Director,Independent Candidate,HSU HOI SHAN,FALSE,TRUE,2403,2015,月華,新世紀論壇,徐海山,B
J29,2,J29_2,YUET WAH,CHAN KAM WAI,M,Lecturer,,CHAN KAM WAI,FALSE,FALSE,1098,2015,月華,獨立,陳錦威,D
J30,1,J30_1,HIP HONG,CHAU CHUNG PING,M,,,CHAU CHUNG PING,FALSE,FALSE,634,2015,協康,獨立,周頌平,U
J30,2,J30_2,HIP HONG,CHAN CHUNG BUN BUNNY,M,Executive Director,,CHAN CHUNG BUN BUNNY,FALSE,TRUE,1831,2015,協康,九龍社團,陳振彬,B
J30,3,J30_3,HIP HONG,WONG YI TING EDITH,F,Administrative Officer,,WONG YI TING EDITH,FALSE,FALSE,907,2015,協康,獨立,黃綺婷,U
J31,1,J31_1,HONG LOK,MA YAT CHIU,M,Managing Director/District Councillor,Independent Candidate,MA YAT CHIU,FALSE,TRUE,1624,2015,康樂,新世紀論壇,馬軼超,B
J31,2,J31_2,HONG LOK,CHAN CHAK TO,M,Engineer,Kowloon East Community,CHAN CHAK TO,FALSE,FALSE,1525,2015,康樂,東九組,陳澤滔,D
J32,1,J32_1,TING ON,KAM KIN,F,,,KAM KIN,FALSE,TRUE,2159,2015,定安,九龍社團,金堅,B
J32,2,J32_2,TING ON,WONG KAI MING,M,,Democratic Party,WONG KAI MING,FALSE,FALSE,2097,2015,定安,民主黨,黃啟明,D
J33,1,J33_1,UPPER NGAU TAU KOK ESTATE,CHAN KOK WAH BEN,M,Full Time District Councillor,Democratic Alliance for the Betterment and Progress of Hong Kong,CHAN KOK WAH BEN,FALSE,TRUE,2453,2015,牛頭角上?,民建聯,陳國華,B
J33,2,J33_2,UPPER NGAU TAU KOK ESTATE,LUI CHI HANG HENDRICK,M,Social Worker,,LUI CHI HANG HENDRICK,FALSE,FALSE,1531,2015,牛頭角上?,牛頭角民生關注會,呂智恆,D
J34,1,J34_1,LOWER NGAU TAU KOK ESTATE,WONG CHING FUNG,M,Assistant to Councilor,The Democratic Party,WONG CHING FUNG,FALSE,FALSE,1979,2015,牛頭角下?,民主黨,黃正峰,D
J34,2,J34_2,LOWER NGAU TAU KOK ESTATE,CHEUNG YIU PAN,M,,DAB,CHEUNG YIU PAN,FALSE,TRUE,2441,2015,牛頭角下?,民建聯,張姚彬,B
J35,*,J35_*,TO TAI,YIP HING KWOK,M,District Councillor,,YIP HING KWOK,TRUE,TRUE,0,2015,淘大,獨立,葉興國,B
J36,1,J36_1,LOK WAH NORTH,WONG CHI KEN,M,,Kowloon East Community,WONG CHI KEN,FALSE,TRUE,1729,2015,樂華北,東九組,黃子健,D
J36,2,J36_2,LOK WAH NORTH,FUNG KAM YUEN,M,Elected District Councillor,*Independent Candidate,FUNG KAM YUEN,FALSE,FALSE,1246,2015,樂華北,獨立,馮錦源,B
J37,1,J37_1,LOK WAH SOUTH,LEE KA HANG,M,Policy Researcher,FTU,LEE KA HANG,FALSE,FALSE,1687,2015,樂華南,工聯會,李嘉恒,B
J37,2,J37_2,LOK WAH SOUTH,SO KOON CHUNG KEVIN,M,District Councillor,,SO KOON CHUNG KEVIN,FALSE,TRUE,2245,2015,樂華南,獨立,蘇冠聰,D
K01,*,K01_*,TAK WAH,LO SIU KIT,M,Managing Director,,LO SIU KIT,TRUE,TRUE,0,2015,德華,獨立,羅少傑,B
K02,1,K02_1,YEUNG UK ROAD,CHAN HAN PAN,M,Councillor,Democratic Alliance for the Betterment and Progress of Hong Kong,CHAN HAN PAN,FALSE,TRUE,2075,2015,楊屋道,民建聯,陳恒鑌,B
K02,2,K02_2,YEUNG UK ROAD,LAM SEK TIM,M,Administrative Officer,Tsuen Wan Community Network,LAM SEK TIM,FALSE,FALSE,1233,2015,楊屋道,荃灣社區網絡,林錫添,D
K03,1,K03_1,HOI BUN,CHENG PAK KEUNG,M,Editor,,CHENG PAK KEUNG,FALSE,FALSE,1926,2015,海濱花園,獨立,鄭柏強,U
K03,2,K03_2,HOI BUN,CHOW PING TIM,M,District Councilor,Independent,CHOW PING TIM,FALSE,TRUE,2647,2015,海濱花園,獨立,鄒秉恬,B
K04,1,K04_1,CLAGUE GARDEN,KOO YEUNG PONG,M,,Democratic Alliance for the Betterment and Progress of Hong Kong,KOO YEUNG PONG,FALSE,TRUE,1825,2015,祈德尊,民建聯,古揚邦,B
K04,2,K04_2,CLAGUE GARDEN,TONG WING CHI,F,NGO Secretary–general,,TONG WING CHI,FALSE,FALSE,1550,2015,祈德尊,獨立,湯詠芝,D
K05,*,K05_*,FUK LOI,KOT SIU YUEN,M,Elected Member,The Hong Kong Federation of Trading Unions,KOT SIU YUEN,TRUE,TRUE,0,2015,福來,工聯會,葛兆源,B
K06,1,K06_1,DISCOVERY PARK,TIEN MICHAEL PUK SUN,M,Legislative Councillor,New People's Party,TIEN MICHAEL PUK SUN,FALSE,TRUE,3674,2015,愉景,新民黨,田北辰,B
K06,2,K06_2,DISCOVERY PARK,CHIU YAN LOY,M,Legislative Assistant,Labour Party,CHIU YAN LOY,FALSE,FALSE,2020,2015,愉景,工黨,趙恩來,D
K07,1,K07_1,TSUEN WAN CENTRE,LI HUNG POR,M,,The Democratic Party,LI HUNG POR,FALSE,TRUE,2235,2015,荃灣中心,民主黨,李洪波,D
K07,2,K07_2,TSUEN WAN CENTRE,TSANG TAI,M,Community Officer,Democratic Alliance for the Betterment and Progress of Hong Kong,TSANG TAI,FALSE,FALSE,2074,2015,荃灣中心,民建聯,曾大,B
K08,1,K08_1,ALLWAY,WONG YUI TAK LOUIS,M,Educator,The Democratic Party,WONG YUI TAK LOUIS,FALSE,FALSE,1777,2015,荃威,民主黨,王銳德,D
K08,2,K08_2,ALLWAY,LAM YUEN PUN,F,Councillor/Registered Social Worker,,LAM YUEN PUN,FALSE,TRUE,2820,2015,荃威,新界社團,林婉濱,B
K09,1,K09_1,LAI TO,WONG WAI KIT,M,District Councilor/Registered Social Worker,Independent,WONG WAI KIT,FALSE,TRUE,3661,2015,麗濤,新界社團,黃偉傑,B
K09,2,K09_2,LAI TO,CHIU PUI SZE,F,District Developer,Civic Party,CHIU PUI SZE(VICKY),FALSE,FALSE,1441,2015,麗濤,公民黨,趙佩詩,D
K10,1,K10_1,TING SHAM,HA HEI LOK,M,Community Officer,Labour Party,HA HEI LOK,FALSE,FALSE,1606,2015,汀深,工黨,夏希諾,D
K10,2,K10_2,TING SHAM,CHENG CHIT PUN,M,*Community Development Officer,New People's Party,CHENG CHIT PUN,FALSE,TRUE,1799,2015,汀深,新民黨,鄭捷彬,B
K10,3,K10_3,TING SHAM,CHENG SHING LUNG EDWIN,M,Current Affairs Program Host,,CHENG SHING LUNG EDWIN,FALSE,FALSE,454,2015,汀深,前新民黨,鄭承隆,U
K11,1,K11_1,TSUEN WAN WEST,CHU SHUN MING,M,Director,,CHU SHUN MING,FALSE,FALSE,793,2015,荃灣西,獨立,朱順明,U
K11,2,K11_2,TSUEN WAN WEST,LAM LAM NIXIE,F,District Councillor,Democratic Alliance for the Betterment and Progress of Hong Kong,LAM LAM NIXIE,FALSE,TRUE,2462,2015,荃灣西,民建聯,林琳,B
K11,3,K11_3,TSUEN WAN WEST,POON CHIU LAM,M,Community Officer,Tsuen Wan Dynamic for the People,POON CHIU LAM,FALSE,FALSE,1500,2015,荃灣西,荃灣民生動力,潘昭霖,D
K12,1,K12_1,TSUEN WAN RURAL,CHAN WAI MING,M,District Councillor,,CHAN WAI MING,FALSE,FALSE,1812,2015,荃灣郊區,獨立,陳偉明,B
K12,2,K12_2,TSUEN WAN RURAL,NG HIN LUNG,M,University Researcher,,NG HIN LUNG,FALSE,TRUE,1984,2015,荃灣郊區,獨立,伍顯龍,U
K13,1,K13_1,MA WAN,TSENG WEN TIEN JUSTIN,M,Managing Director,Independent Candidate,TSENG WEN TIEN JUSTIN,FALSE,FALSE,529,2015,馬灣,獨立,曾文典,D
K13,2,K13_2,MA WAN,LUK WAI LEUNG WILLIAM,M,Director,Third Side,LUK WAI LEUNG WILLIAM,FALSE,FALSE,193,2015,馬灣,新思維,陸偉良,U
K13,3,K13_3,MA WAN,TAM HOI PONG,M,Chief Executive,Neo Democrats,TAM HOI PONG,FALSE,TRUE,1668,2015,馬灣,新民主同盟,譚凱邦,D
K13,4,K13_4,MA WAN,WONG CHIU WAH KEVIN,M,*Community Development Officer,New People's Party,WONG CHIU WAH KEVIN,FALSE,FALSE,1056,2015,馬灣,新民黨,黃超華,B
K14,1,K14_1,LUK YEUNG,WONG PUI CHI,F,Community Officer,Neo Democrats,WONG PUI CHI,FALSE,FALSE,1933,2015,綠楊,新民主同盟,王珮芝,D
K14,2,K14_2,LUK YEUNG,LAM FAAT KANG,M,,,LAM FAAT KANG,FALSE,TRUE,2193,2015,綠楊,新界社團,林發耿,B
K15,1,K15_1,LEI MUK SHUE EAST,CHAN YUEN SUM SUMLY,M,Registered Social Worker,Civic Party,CHAN YUEN SUM SUMLY,FALSE,TRUE,3169,2015,梨木樹東,公民黨,陳琬琛,D
K15,2,K15_2,LEI MUK SHUE EAST,LUI DIK MING,F,Artist,Democratic Alliance for the Betterment and Progress of Hong Kong,LUI DIK MING,FALSE,FALSE,1773,2015,梨木樹東,民建聯,呂?明,B
K16,1,K16_1,LEI MUK SHUE WEST,TAM TSZ FEI,F,Community Service Worker,The Hong Kong Federation of Trading Unions (FTU),TAM TSZ FEI,FALSE,FALSE,1385,2015,梨木樹西,工聯會,譚芷菲,B
K16,2,K16_2,LEI MUK SHUE WEST,WONG KA WA,M,Full Time District Councilor,Civic Party,WONG KA WA,FALSE,TRUE,2895,2015,梨木樹西,公民黨,黃家華,D
K17,1,K17_1,SHEK WAI KOK,MAN YU MING,M,Insurance,New Territories Association of Societies/Federation of Public Housing Estate,MAN YU MING,FALSE,TRUE,2356,2015,石圍角,新界社團,文裕明,B
K17,2,K17_2,SHEK WAI KOK,LAI MAN FAI,M,Community Officer,,LAI MAN FAI,FALSE,FALSE,1035,2015,石圍角,獨立,賴文輝,D
K18,1,K18_1,CHEUNG SHEK,WONG CHI SHUN ADEN,M,,Democratic Alliance,WONG CHI SHUN ADEN,FALSE,FALSE,864,2015,象石,民主陣線,黃志順,D
K18,2,K18_2,CHEUNG SHEK,CHAN CHUN CHUNG,M,,Democratic Alliance for Betterment and Progress of Hong Kong,CHAN CHUN CHUNG,FALSE,TRUE,1997,2015,象石,民建聯,陳振中,B
K18,3,K18_3,CHEUNG SHEK,CHAN KA WING,M,Graphic Design,The Democratic Party,CHAN KA WING,FALSE,FALSE,353,2015,象石,民主黨,陳嘉榮,D
L01,1,L01_1,TUEN MUN TOWN CENTRE,CHIU KAM MOON,M,,,CHIU KAM MOON,FALSE,FALSE,834,2015,屯門市中心,獨立,趙金滿,U
L01,2,L01_2,TUEN MUN TOWN CENTRE,AU CHI YUEN,M,Civil Engineer,,AU CHI YUEN,FALSE,TRUE,1517,2015,屯門市中心,新界社團,歐志遠,B
L02,1,L02_1,SIU CHI,LAM CHUNG HOI,M,Full Time District Councillor,*The Democratic Party,LAM CHUNG HOI,FALSE,TRUE,3551,2015,兆置,民主黨,林頌鎧,D
L02,2,L02_2,SIU CHI,LI CHING YEE,F,Businessman,DAB,LI CHING YEE,FALSE,FALSE,1532,2015,兆置,民建聯,李靜儀,B
L02,3,L02_3,SIU CHI,WONG KA LEUNG,M,,,WONG KA LEUNG,FALSE,FALSE,232,2015,兆置,獨立,王加良,U
L03,1,L03_1,SIU TSUI,YIP MAN PAN,M,Legislative Councillor Assistant,Democratic Alliance for the Betterment and Progress of Hong Kong,YIP MAN PAN,FALSE,TRUE,3138,2015,兆翠,民建聯,葉文斌,B
L03,2,L03_2,SIU TSUI,NG HON YING,M,,,NG HON YING,FALSE,FALSE,192,2015,兆翠,獨立,吳漢鷹,U
L03,3,L03_3,SIU TSUI,TANG CHUN TO,M,,The Democratic Party,TANG CHUN TO,FALSE,FALSE,2536,2015,兆翠,民主黨,鄧俊滔,D
L04,1,L04_1,ON TING,FUNG PUI YIN,M,,FTU,FUNG PUI YIN,FALSE,FALSE,2216,2015,安定,工聯會,馮沛賢,B
L04,2,L04_2,ON TING,KONG FUNG YI,F,,ADPL,KONG FUNG YI,FALSE,TRUE,2383,2015,安定,民協,江鳳儀,D
L05,1,L05_1,YAU OI SOUTH,CHIN PO FUN,F,,People Power,CHIN PO FUN,FALSE,FALSE,1057,2015,友愛南,人民力量,錢寶芬,D
L05,2,L05_2,YAU OI SOUTH,TSANG HIN HONG,M,,Democratic Alliance for the Betterment and Progress of Hong Kong,TSANG HIN HONG,FALSE,TRUE,2085,2015,友愛南,民建聯,曾憲康,B
L06,1,L06_1,YAU OI NORTH,CHAN WAN SANG,M,,Democratic Alliance for the Betterment and Progress of Hong Kong,CHAN WAN SANG,FALSE,FALSE,1616,2015,友愛北,民建聯,陳雲生,B
L06,2,L06_2,YAU OI NORTH,TAM CHUN YIN,M,Legislative Councilor Assistant,Labour Party,TAM CHUN YIN,FALSE,TRUE,1731,2015,友愛北,工黨,譚駿賢,D
L06,3,L06_3,YAU OI NORTH,LAM LAP,M,,,LAM LAP,FALSE,FALSE,92,2015,友愛北,獨立,林立,U
L07,*,L07_*,TSUI HING,CHU YIU WAH,M,,New People’s Party,CHU YIU WAH,TRUE,TRUE,0,2015,翠興,新民黨,朱耀華,B
L08,1,L08_1,SHAN KING,NG KOON HUNG,M,Full-time District Councillor,,NG KOON HUNG,FALSE,TRUE,1853,2015,山景,獨立,吳觀鴻,B
L08,2,L08_2,SHAN KING,HON LAI YIN,M,,,HON LAI YIN,FALSE,FALSE,1605,2015,山景,屯門社區關注組,韓禮賢,D
L09,*,L09_*,KING HING,CHAN YAU HOI,M,,The Hong Kong Federation of Trade Unions,CHAN YAU HOI,TRUE,TRUE,0,2015,景興,工聯會,陳有海,B
L10,1,L10_1,HING TSAK,CHAN SZE NGA,F,,,CHAN SZE NGA,FALSE,FALSE,1498,2015,興澤,屯門社區關注組,陳詩雅,D
L10,2,L10_2,HING TSAK,TSUI FAN,M,,The Hong Kong Federation of Trade Unions,TSUI FAN,FALSE,TRUE,2673,2015,興澤,工聯會,徐帆,B
L11,1,L11_1,SAN HUI,HO HAU CHUN,M,Cargo Officer,,HO HAU CHUN,FALSE,FALSE,742,2015,新墟,獨立,何孝俊,D
L11,2,L11_2,SAN HUI,HUI CHEUK HO,M,Village Representative,Independent,HUI CHEUK HO,FALSE,FALSE,631,2015,新墟,鄉事派,許卓豪,B
L11,3,L11_3,SAN HUI,KWU HON KEUNG,M,,,KWU HON KEUNG,FALSE,TRUE,1099,2015,新墟,新界社團,古漢強,B
L12,1,L12_1,SAM SHING,LEE KAM TIM,M,Travel Industry,,LEE KAM TIM,FALSE,FALSE,892,2015,三聖,獨立,李錦添,D
L12,2,L12_2,SAM SHING,SO SHIU SHING,M,Business Man,New People’s Party,SO SHIU SHING,FALSE,TRUE,1837,2015,三聖,新民黨,蘇炤成,B
L13,1,L13_1,HANFORD,CHU SHUN NGA BEATRICE,F,District Council Member,The Democratic Party,CHU SHUN NGA BEATRICE,FALSE,TRUE,2597,2015,恆福,民主黨,朱順雅,D
L13,2,L13_2,HANFORD,NGAI KA HO,M,Branch Manager of Finance Sector,,NGAI KA HO,FALSE,FALSE,1021,2015,恆福,獨立,魏嘉豪,U
L13,3,L13_3,HANFORD,WONG CHAK WAH,M,Engineer,,WONG CHAK WAH,FALSE,FALSE,96,2015,恆福,獨立,黃澤華,U
L13,4,L13_4,HANFORD,LI KWAI FONG,F,Owner,Independent,LI KWAI FONG,FALSE,FALSE,697,2015,恆福,獨立,李桂芳,U
L14,1,L14_1,FU SUN,LUNG KANG SAN,M,District Councillor,,LUNG KANG SAN,FALSE,FALSE,676,2015,富新,獨立,龍更新,B
L14,2,L14_2,FU SUN,LI SAI KEUNG,M,Barrister-at-law,,LI SAI KEUNG,FALSE,FALSE,179,2015,富新,獨立,李世強,U
L14,3,L14_3,FU SUN,TAI YIN CHIU,M,Telecom,,TAI YIN CHIU(THOMAS),FALSE,FALSE,445,2015,富新,獨立,戴賢招,U
L14,4,L14_4,FU SUN,CHEUNG WAI KAU,M,Teacher,,CHEUNG WAI KAU,FALSE,FALSE,920,2015,富新,獨立,張偉球,D
L14,5,L14_5,FU SUN,KAM MAN FUNG,M,,,KAM MAN FUNG,FALSE,TRUE,2493,2015,富新,新民黨,甘文鋒,B
L14,6,L14_6,FU SUN,HO YING SANG,M,Retiree,,HO YING SANG(CHRIS),FALSE,FALSE,172,2015,富新,獨立,何英生,U
L15,1,L15_1,YUET WU,CHEUNG HANG FAI,M,Full-time District Councillor,Democratic Alliance for the Betterment and Progress of Hong Kong,CHEUNG HANG FAI,FALSE,TRUE,2073,2015,悅湖,民建聯,張恒輝,B
L15,2,L15_2,YUET WU,YIP LAI MEI NATALIE,F,,,YIP LAI MEI NATALIE,FALSE,FALSE,1682,2015,悅湖,獨立,葉麗媚,D
L16,1,L16_1,SIU HEI,HAU KWOK TUNG,M,,Democratic Alliance for the Betterment and Progress of Hong Kong,HAU KWOK TUNG,FALSE,FALSE,1488,2015,兆禧,民建聯,侯國東,B
L16,2,L16_2,SIU HEI,YAN SIU NAM,M,,ADPL,YAN SIU NAM,FALSE,TRUE,2021,2015,兆禧,民協,甄紹南,D
L17,1,L17_1,WU KING,LEUNG KIN MAN,M,,Democratic Alliance for the Betterment and Progress of Hong Kong,LEUNG KIN MAN,FALSE,TRUE,1454,2015,湖景,民建聯,梁健文,B
L17,2,L17_2,WU KING,CHOW KAI LIM,M,Social Service,,CHOW KAI LIM,FALSE,FALSE,1049,2015,湖景,屯門社區關注組,周啟廉,D
L18,1,L18_1,BUTTERFLY,YEUNG CHI HANG,M,,ADPL,YEUNG CHI HANG,FALSE,TRUE,2505,2015,蝴蝶,民協,楊智恒,D
L18,2,L18_2,BUTTERFLY,SO OI KWAN,F,,DAB,SO OI KWAN,FALSE,FALSE,1949,2015,蝴蝶,民建聯,蘇愛群,B
L19,1,L19_1,LOK TSUI,HO KWAN YIU,M,Solicitor,Independent,HO KWAN YIU,FALSE,TRUE,2013,2015,樂翠,獨立,何君堯,B
L19,2,L19_2,LOK TSUI,YUEN WAI CHUNG,M,Teacher,MESSAGE,YUEN WAI CHUNG,FALSE,FALSE,99,2015,樂翠,獨立,阮偉忠,U
L19,3,L19_3,LOK TSUI,CHENG CHUNG TAI,M,University Teacher,Civic Passion,CHENG CHUNG TAI,FALSE,FALSE,391,2015,樂翠,熱血公民,鄭松泰,D
L19,4,L19_4,LOK TSUI,CHEUNG WING WAI,M,,,CHEUNG WING WAI,FALSE,FALSE,25,2015,樂翠,獨立,張永偉,U
L19,5,L19_5,LOK TSUI,SHUM KAM TIM,M,,,SHUM KAM TIM,FALSE,FALSE,94,2015,樂翠,新界社團,沈錦添,B
L19,6,L19_6,LOK TSUI,HO CHUN YAN,M,Lawyer,The Democratic Party,HO CHUN YAN,FALSE,FALSE,1736,2015,樂翠,民主黨,何俊仁,D
L20,*,L20_*,LUNG MUN,LUNG SHUI HING,F,,Democratic Alliance for the Betterment and Progress of Hong Kong,LUNG SHUI HING,TRUE,TRUE,0,2015,龍門,民建聯,龍瑞卿,B
L21,1,L21_1,SAN KING,LEE FUNG SIM,F,Registered Financial Planner,Democratic Alliance for the Betterment and Progress of Hong Kong,LEE FUNG SIM,FALSE,FALSE,1243,2015,新景,民建聯,李鳳嬋,B
L21,2,L21_2,SAN KING,WONG LAI SHEUNG CATHERINE,F,Full-time District Councilor,The Democratic Party,WONG LAI SHEUNG CATHERINE,FALSE,TRUE,2686,2015,新景,民主黨,黃麗嫦,D
L22,1,L22_1,LEUNG KING,CHING CHI HUNG,F,Full Time District Councilor,Democratic Alliance for the Betterment and Progress of Hong Kong,CHING CHI HUNG,FALSE,TRUE,2366,2015,良景,民建聯,程志紅,B
L22,2,L22_2,LEUNG KING,KWUN TUNG WING,M,,,KWUN TUNG WING,FALSE,FALSE,1290,2015,良景,獨立,官東榮,U
L23,1,L23_1,TIN KING,LEE HUNG SHAM LOTHAR,M,,FTU,LEE HUNG SHAM LOTHAR,FALSE,TRUE,2295,2015,田景,工聯會,李洪森,B
L23,2,L23_2,TIN KING,CHIU KIM LING,F,Childhood Educator,,CHIU KIM LING,FALSE,FALSE,1321,2015,田景,獨立,招儉玲,U
L24,1,L24_1,PO TIN,SO KA MAN,F,Lawyer,New People’s Party,SO KA MAN,FALSE,TRUE,2516,2015,寶田,新民黨,蘇嘉雯,B
L24,2,L24_2,PO TIN,CHU SIU HUNG,M,Decoration Foreman,,CHU SIU HUNG,FALSE,FALSE,402,2015,寶田,獨立,朱韶洪,D
L25,1,L25_1,KIN SANG,LAM TSZ CHING,F,,,LAM TSZ CHING,FALSE,FALSE,1283,2015,建生,獨立,林梓晴,D
L25,2,L25_2,KIN SANG,CHAN MAN WAH,M,Full-time District Council Member,Democratic Alliance for the Betterment and Progress of Hong Kong,CHAN MAN WAH,FALSE,TRUE,2456,2015,建生,民建聯,陳文華,B
L26,1,L26_1,SIU HONG,MO SHING FUNG,M,,Democratic Alliance for the Betterment and Progress of Hong Kong,MO SHING FUNG,FALSE,TRUE,2677,2015,兆康,民建聯,巫成鋒,B
L26,2,L26_2,SIU HONG,LAW HO YAN,F,Exhibition Sales - Assistant Director,,LAW HO YAN,FALSE,FALSE,80,2015,兆康,獨立,羅浩恩,U
L26,3,L26_3,SIU HONG,CHAN SHU YING JOSEPHINE,F,District Councillor,The Democratic Party,CHAN SHU YING JOSEPHINE,FALSE,FALSE,2267,2015,兆康,民主黨,陳樹英,D
L27,1,L27_1,PRIME VIEW,HO HANG MUI,F,Full-time District Councilor,The Democratic Party,HO HANG MUI,FALSE,TRUE,2970,2015,景峰,民主黨,何杏梅,D
L27,2,L27_2,PRIME VIEW,KWONG MAN TIK,M,Social Worker,,KWONG MAN TIK,FALSE,FALSE,1126,2015,景峰,獨立,鄺?樀,B
L28,1,L28_1,FU TAI,CHAN MANWELL,M,,The Hong Kong Federation of Trade Unions,CHAN MANWELL,FALSE,TRUE,2823,2015,富泰,工聯會,陳文偉,B
L28,2,L28_2,FU TAI,HO WAI CHEUNG,M,University Student,Tuen Mun Community Concern Group,HO WAI CHEUNG,FALSE,FALSE,1044,2015,富泰,獨立,何偉祥,U
L29,1,L29_1,TUEN MUN RURAL,TANG TAK SUM,M,Retired Person,,TANG TAK SUM,FALSE,FALSE,728,2015,屯門鄉郊,鄉事派,鄧德森,B
L29,2,L29_2,TUEN MUN RURAL,TO SHECK YUEN,M,Company Director,,TO SHECK YUEN,FALSE,TRUE,1644,2015,屯門鄉郊,鄉事委員會,陶錫源,B
M01,1,M01_1,FUNG NIN,LUI KIN,M,,Democratic Alliance for the Betterment and Progress of Hong Kong,LUI KIN,FALSE,TRUE,2179,2015,豐年,民建聯,呂堅,B
M01,2,M01_2,FUNG NIN,WONG KWOK HUNG,M,Community Officer,Democratic Alliance,WONG KWOK HUNG,FALSE,FALSE,1227,2015,豐年,民主陣線,黃國雄,D
M02,*,M02_*,SHUI PIN,YUEN MAN YEE,F,Full-Time District Councilor,,YUEN MAN YEE,TRUE,TRUE,0,2015,水邊,新界社團,袁敏兒,B
M03,1,M03_1,NAM PING,WONG WAI YIN ZACHARY,M,District Councillor,Democratic Party,WONG WAI YIN ZACHARY,FALSE,TRUE,2598,2015,南屏,民主黨,黃偉賢,D
M03,2,M03_2,NAM PING,CHEUNG FAN LAN,F,Registered Social Worker,DAB,CHEUNG FAN LAN,FALSE,FALSE,1249,2015,南屏,民建聯,張芬蘭,B
M03,3,M03_3,NAM PING,CHAN WAI YI,F,Community Service,Independent Candidate,CHAN WAI YI,FALSE,FALSE,246,2015,南屏,獨立,陳惠儀,U
M04,1,M04_1,PEK LONG,WONG YUK CHUN,F,*Assistant of Legislative Councilor,Democratic Alliance for the Betterment and Progress of Hong Kong,WONG YUK CHUN,FALSE,FALSE,2013,2015,北朗,民建聯,黃玉珍,B
M04,2,M04_2,PEK LONG,KWONG CHUN YU,M,District Councillor,The Democratic Party,KWONG CHUN YU,FALSE,TRUE,2890,2015,北朗,民主黨,鄺俊宇,D
M05,1,M05_1,YUEN LONG CENTRE,LAM TING WAI,M,Community Officer,Democratic Alliance,LAM TING WAI,FALSE,FALSE,1049,2015,元朗中心,民主陣線,林廷?,D
M05,2,M05_2,YUEN LONG CENTRE,SIU LONG MING,M,District Councillor,Democratic Alliance for the Betterment and Progress of Hong Kong,SIU LONG MING,FALSE,TRUE,1615,2015,元朗中心,民建聯,蕭浪鳴,B
M06,1,M06_1,YUEN LUNG,WONG WAI SHUN,M,Solicitor,New People’s Party,WONG WAI SHUN,FALSE,TRUE,2651,2015,元龍,新民黨,王威信,B
M06,2,M06_2,YUEN LUNG,CHONG KIN SHING,M,Company Director/District Councilor,BPA,CHONG KIN SHING,FALSE,FALSE,362,2015,元龍,經民聯,莊健成,B
M07,1,M07_1,FUNG CHEUNG,MAK IP SING,M,Full-Time District Councillor,Democratic Alliance,MAK IP SING,FALSE,TRUE,2173,2015,鳳翔,民主陣線,麥業成,D
