ConstituencyCode,CandidateCode,Key,Constituency,Candidate,Gender,Occupation,Politics,CandidateAlias,Uncontested,elected,VotesN,Year,Constituency_ZH,Politics_ZH,Candidate_ZH,Camp
S11,1,S11_1,TAI PAK TIN,KWOK FU YUNG,F,Community Officer,DAB,KWOK FU YUNG,FALSE,TRUE,2884,2015,大白田,民建聯,郭芙蓉,B
S11,2,S11_2,TAI PAK TIN,TSUI SANG HUNG SAMMY,M,Full-time District Council Member,The Democratic Party,TSUI SANG HUNG SAMMY,FALSE,FALSE,1997,2015,大白田,民主黨,徐生雄,D
S12,1,S12_1,KWAI FONG,LEUNG YIU CHUNG,M,Councilor,Neighbourhood & Worker’s Service Centre,LEUNG YIU CHUNG,FALSE,TRUE,3301,2015,葵芳,街工,梁耀忠,D
S12,2,S12_2,KWAI FONG,CHAN MAN LUEN YING,M,Register Social Worker,HKFLU,CHAN MAN LUEN YING,FALSE,FALSE,1624,2015,葵芳,港九勞工社團,陳萬聯應,B
S13,1,S13_1,WAH LAI,TAI PUI SHAN CHRISTABEL DONNA,F,Retired,,TAI PUI SHAN CHRISTABEL DONNA,FALSE,FALSE,263,2015,華麗,獨立,戴沛珊,U
S13,2,S13_2,WAH LAI,YUEN KWOK KI,M,Former ‘Judiciary’ Court Clerk,Independent Candidate,YUEN KWOK KI,FALSE,FALSE,707,2015,華麗,獨立,阮國基,U
S13,3,S13_3,WAH LAI,WONG YIU CHUNG,M,District Councilor,BPA,WONG YIU CHUNG,FALSE,TRUE,2130,2015,華麗,經民聯,黃耀聰,B
S14,*,S14_*,LAI WAH,CHU LAI LING,F,,DAB,CHU LAI LING,TRUE,TRUE,0,2015,荔華,民建聯,朱麗玲,B
S15,1,S15_1,CHO YIU,PAU MING HONG,M,Assistant Co-ordinator,DAB,PAU MING HONG,FALSE,TRUE,2986,2015,祖堯,民建聯,鮑銘康,B
S15,2,S15_2,CHO YIU,LO WAI LAN,F,,*BPA,LO WAI LAN,FALSE,FALSE,580,2015,祖堯,經民聯,盧慧蘭,B
S15,3,S15_3,CHO YIU,CHAN TAK CHEUNG,M,Secretary General of HKLSD/Postgraduate Student,League of Social Democrats,CHAN TAK CHEUNG,FALSE,FALSE,1230,2015,祖堯,社民連,陳德章,D
S16,1,S16_1,HING FONG,LEUNG KAR MING,F,,DAB,LEUNG KAR MING,FALSE,FALSE,2629,2015,興芳,民建聯,梁嘉銘,B
S16,2,S16_2,HING FONG,NG KIM SING,M,Kwai Tsing District Councilor,The Democratic Party,NG KIM SING,FALSE,TRUE,2701,2015,興芳,民主黨,吳劍昇,D
S17,*,S17_*,LAI KING,CHOW YICK HAY,M,District Council Member,Independent Candidate,CHOW YICK HAY,TRUE,TRUE,0,2015,荔景,新思維,周奕希,U
S18,1,S18_1,KWAI SHING WEST ESTATE,LAU MEI LO,F,District Councillor,The Hong Kong Federation of Trade Unions,LAU MEI LO,FALSE,TRUE,3157,2015,葵盛西?,工聯會,劉美璐,B
S18,2,S18_2,KWAI SHING WEST ESTATE,LEUNG CHING SHAN,F,Registered Social Worker,Neighbourhood & Worker’s Service Centre,LEUNG CHING SHAN,FALSE,FALSE,2146,2015,葵盛西?,街工,梁靜珊,D
S19,1,S19_1,ON HO,TAM WAI CHUN,F,District Councilor,BPA,TAM WAI CHUN,FALSE,TRUE,3021,2015,安灝,經民聯,譚惠珍,B
S19,2,S19_2,ON HO,LAU SIU HANG,M,LegCo Member Assistant,The Democratic Party,LAU SIU HANG,FALSE,FALSE,2667,2015,安灝,民主黨,劉肇恒,D
S20,*,S20_*,WAI YING,MAK MEI KUEN ALICE,F,,HKFTU,MAK MEI KUEN ALICE,TRUE,TRUE,0,2015,偉盈,工聯會,麥美娟,B
S21,1,S21_1,TSING YI ESTATE,CHENG HIU LING,F,Executive Director,,CHENG HIU LING(ELAINE),FALSE,FALSE,1311,2015,青衣?,獨立,鄭曉玲,B
S21,2,S21_2,TSING YI ESTATE,CHIU CHIT UE,F,Anchor,Independent,CHIU CHIT UE(UNY),FALSE,FALSE,655,2015,青衣?,獨立,趙哲妤,B
S21,3,S21_3,TSING YI ESTATE,YU LAP ON,M,Manager-Landscape Services,*Non-affiliated Candidate,YU LAP ON,FALSE,FALSE,54,2015,青衣?,獨立,余立安,U
S21,4,S21_4,TSING YI ESTATE,CHAN SIU MAN SIMON,M,District Councilor,Independent Candidate,CHAN SIU MAN SIMON,FALSE,TRUE,2419,2015,青衣?,獨立,陳笑文,D
S22,1,S22_1,GREENFIELD,CHEUNG WAI CHING CLARICE,F,District Council Member,,CHEUNG WAI CHING CLARICE,FALSE,TRUE,3467,2015,翠怡,新界社團,張慧晶,B
S22,2,S22_2,GREENFIELD,POON SIU PING NANCY,F,District Councillor,,POON SIU PING NANCY,FALSE,FALSE,578,2015,翠怡,獨立,潘小屏,U
S23,1,S23_1,CHEUNG CHING,LEE CHI KEUNG ALAN,M,District Councilor,*BPA,LEE CHI KEUNG ALAN,FALSE,TRUE,3223,2015,長青,經民聯,李志強,B
S23,2,S23_2,CHEUNG CHING,WONG KWONG MO,M,,Democratic Party,WONG KWONG MO,FALSE,FALSE,1273,2015,長青,民主黨,黃光武,D
S24,*,S24_*,CHEUNG HONG,TSUI HIU KIT,M,District Councilor,New People's Party,TSUI HIU KIT,TRUE,TRUE,0,2015,長康,新民黨,徐曉杰,B
S25,1,S25_1,SHING HONG,FU MOON FONG FERDINAND,M,Tutor,,FU MOON FONG FERDINAND,FALSE,FALSE,990,2015,盛康,獨立,傅滿芳,U
S25,2,S25_2,SHING HONG,LEUNG WAI MAN,M,,DAB,LEUNG WAI MAN,FALSE,TRUE,2345,2015,盛康,民建聯,梁偉文,B
S26,1,S26_1,TSING YI SOUTH,IP YAM SHEK JOHNATHAN,M,IT Consultant,Young Spiration,IP YAM SHEK JOHNATHAN,FALSE,FALSE,1654,2015,青衣南,青年新政,葉荏碩,D
S26,2,S26_2,TSING YI SOUTH,POON CHI SHING,M,District Council Member,DAB,POON CHI SHING,FALSE,TRUE,3214,2015,青衣南,民建聯,潘志成,B
S27,1,S27_1,CHEUNG HANG,LUI KO WAI,M,Car Dealer Consultant,Independent,LUI KO WAI,FALSE,FALSE,165,2015,長亨,獨立,雷可畏,U
S27,2,S27_2,CHEUNG HANG,LAM LAP CHI,M,Full Time District Councilor,The Democratic Party,LAM LAP CHI,FALSE,FALSE,1838,2015,長亨,民主黨,林立志,D
S27,3,S27_3,CHEUNG HANG,LO YUEN TING,F,Community Officer,DAB,LO YUEN TING,FALSE,TRUE,2814,2015,長亨,民建聯,盧婉婷,B
S27,4,S27_4,CHEUNG HANG,HA LUNG WAN,M,,,HA LUNG WAN,FALSE,FALSE,168,2015,長亨,獨立,夏龍雲,U
S28,1,S28_1,CHING FAT,WONG KIN LONG,M,Radiographer,,WONG KIN LONG,FALSE,FALSE,233,2015,青發,獨立,黃健朗,U
S28,2,S28_2,CHING FAT,LAU CHI KIT,M,LegCo Member Assistant,The Democratic Party,LAU CHI KIT,FALSE,FALSE,2283,2015,青發,民主黨,劉子傑,D
S28,3,S28_3,CHING FAT,LEE HON SAM,M,Web Developer,Ching Fat Living Concern,LEE HON SAM,FALSE,FALSE,282,2015,青發,青發生活關注組,李漢森,D
S28,4,S28_4,CHING FAT,LAM CHUI LING NANCY,F,Principal,Independent,LAM CHUI LING NANCY,FALSE,TRUE,2648,2015,青發,獨立,林翠玲,B
S29,1,S29_1,CHEUNG ON,LAW KING SHING,M,,DAB,LAW KING SHING,FALSE,TRUE,2359,2015,長安,民建聯,羅競成,B
S29,2,S29_2,CHEUNG ON,WONG CHUN KIT,M,Financial Consultant,Youngspiration,WONG CHUN KIT,FALSE,FALSE,1467,2015,長安,青年新政,黃俊傑,D
S29,3,S29_3,CHEUNG ON,HO CHI WAI,M,Secondary School Teacher,The Democratic Party,HO CHI WAI,FALSE,FALSE,554,2015,長安,民主黨,何志偉,D
T01,1,T01_1,LANTAU,YU HON KWAN,M,*Company Executive,,YU HON KWAN(RANDY),FALSE,TRUE,1895,2015,大嶼山,鄉事派,余漢坤,B
T01,2,T01_2,LANTAU,LAU KING CHEUNG,M,Self-employed Person,,LAU KING CHEUNG,FALSE,FALSE,653,2015,大嶼山,大嶼山之友,劉敬彰,U
T01,3,T01_3,LANTAU,YUEN YUK WAH,M,Businessman,,YUEN YUK WAH,FALSE,FALSE,727,2015,大嶼山,獨立,袁玉華,U
T01,4,T01_4,LANTAU,TAM SAU NGOR,F,Community Coordinator,,TAM SAU NGOR,FALSE,FALSE,486,2015,大嶼山,獨立,譚秀娥,U
T02,1,T02_1,YAT TUNG ESTATE NORTH,LEUNG HON WAI,M,Performing Arts Worker,,LEUNG HON WAI(JIMMY),FALSE,FALSE,900,2015,逸東?北,獨立,梁漢威,D
T02,2,T02_2,YAT TUNG ESTATE NORTH,TANG KA PIU,M,Member of Legislative Council and District Council,F.T.U,TANG KA PIU,FALSE,TRUE,3061,2015,逸東?北,工聯會,鄧家彪,B
T03,1,T03_1,YAT TUNG ESTATE SOUTH,LO KWONG SHING ANDY,M,*District Councillor,DAB,LO KWONG SHING ANDY,FALSE,FALSE,2001,2015,逸東?南,民建聯,老廣成,B
T03,2,T03_2,YAT TUNG ESTATE SOUTH,KWOK PING,M,Community Officer,Democratic Party,KWOK PING,FALSE,TRUE,2469,2015,逸東?南,民主黨,郭平,D
T04,1,T04_1,TUNG CHUNG NORTH,FU HIU LAM SAMMI,F,Accountant,New People's Party,FU HIU LAM SAMMI,FALSE,TRUE,1929,2015,東涌北,新民黨,傅曉琳,B
T04,2,T04_2,TUNG CHUNG NORTH,YU CHUN CHEUNG PETER,M,Barrister-at-law,Civic Party,YU CHUN CHEUNG PETER,FALSE,FALSE,1897,2015,東涌北,公民黨,余俊翔,D
T05,1,T05_1,TUNG CHUNG SOUTH,WONG CHUN YEUNG,M,*Development Officer,,WONG CHUN YEUNG,FALSE,FALSE,1917,2015,東涌南,獨立,王進洋,D
T05,2,T05_2,TUNG CHUNG SOUTH,CHOW HO DING HOLDEN,M,Solicitor,DAB,CHOW HO DING HOLDEN,FALSE,TRUE,2161,2015,東涌南,民建聯,周浩鼎,B
T06,1,T06_1,DISCOVERY BAY,CHIU TAK WAI,M,Private Investor,,CHIU TAK WAI(FRANCIS),FALSE,FALSE,860,2015,愉景灣,離島婦聯,趙德威,B
T06,2,T06_2,DISCOVERY BAY,YUNG WING SHEUNG AMY,F,Certified Public Accountant,Civic Party,YUNG WING SHEUNG AMY(AMY YUNG),FALSE,TRUE,1176,2015,愉景灣,公民黨,容詠嫦,D
T06,3,T06_3,DISCOVERY BAY,HU ZILIANG,M,App Development,,HU ZILIANG(JIMMY),FALSE,FALSE,113,2015,愉景灣,獨立,胡子良,U
T07,*,T07_*,PENG CHAU & HEI LING CHAU,TSANG SAU HO JOSEPHINE,F,Security Consultant,,TSANG SAU HO JOSEPHINE,TRUE,TRUE,0,2015,坪洲及喜靈洲,獨立,曾秀妤,B
T08,*,T08_*,LAMMA & PO TOI,YU LAI FAN,F,Full-time District Council Member,DAB,YU LAI FAN,TRUE,TRUE,0,2015,南丫及蒲台,民建聯,余麗芬,B
T09,1,T09_1,CHEUNG CHAU SOUTH,LAM KIT SING,M,Director,,LAM KIT SING,FALSE,FALSE,460,2015,長洲南,鄉事派,林潔聲,B
T09,2,T09_2,CHEUNG CHAU SOUTH,LEUNG KWOK HO,M,,,LEUNG KWOK HO,FALSE,FALSE,838,2015,長洲南,獨立,梁國豪,U
T09,3,T09_3,CHEUNG CHAU SOUTH,KWONG KOON WAN,M,Director,BPA,KWONG KOON WAN,FALSE,TRUE,1487,2015,長洲南,經民聯,鄺官穩,B
T10,1,T10_1,CHEUNG CHAU NORTH,LEE KWAI CHUN,F,,DAB,LEE KWAI CHUN,FALSE,TRUE,1681,2015,長洲北,民建聯,李桂珍,B
T10,2,T10_2,CHEUNG CHAU NORTH,KWONG WAI KUEN,F,,,KWONG WAI KUEN,FALSE,FALSE,480,2015,長洲北,獨立,鄺惠娟,U
